Array Design Name	Affymetrix GeneChip Human Genome U95D [HG_U95D]
Comment[AdditionalFile:CDF]	HG_U95D.CDF
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-12
Comment[SubmittedName]	Affymetrix GeneChip Human Genome U95D [HG_U95D]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	#in_situ_oligo_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	unknown_surface_type
Term Source Name	The MGED Ontology	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	entrez_protein	gpcrdb	interpro	kegg	locus	mgd	omim	pfam	pkr_hanks	refseq	scop	swall	unigene
85605_at	85605_at	AI763344					85605_at							Hs.174246						
85608_r_at	85608_r_at	AI872054					85608_r_at													
85611_r_at	85611_r_at	AI801042					85611_r_at							Hs.174286						
85612_at	85612_at	F09145					85612_at													
85614_at	85614_at	AI093905					85614_at							Hs.25851						
85616_r_at	85616_r_at	N57917					85616_r_at							Hs.43112						
85619_at	85619_at	AI394661	Q9NXZ5		NM_153825		1435161_at		51091	IPR002016			9837234	Hs.161436						
85621_at	85621_at	AA019424					85621_at							Hs.297823						
85623_at	85623_at	AI733328					85623_at													
85625_at	85625_at	AI733363					85625_at													
85626_at	85626_at	AI573180					85626_at							Hs.235795						
85628_r_at	85628_r_at	AI041561					85628_r_at													
85630_at	85630_at	AI086384					85630_at							Hs.307926						
85631_at	85631_at	AA604314	O60479	d1ig7a_	NM_005220	homeobox	U79738_s_at		1747	IPR000047	IPB003106		6753648	Hs.134194		600525				
85634_at	85634_at	AI125619	Q8N4B4		NM_153230	F-box	85634_at		162517				23397500	Hs.368364						
85636_at	85636_at	AI401580					85636_at							Hs.372097						
85638_at	85638_at	AI573231	Q9NT99				85638_at		94030	IPR003598				Hs.120873						
85640_at	85640_at	N33596					85640_at							Hs.270102						
85641_at	85641_at	AI312784					85641_at							Hs.368730						
85644_at	85644_at	AI343571	O95749	d1uby__	NM_004837	polyprenyl_synt	C79210_rc_s_at		9453	IPR000092	IPB000092	2.5.1.1	9296978	Hs.55498	ENSG00000152904	606982				
85647_at	85647_at	AI862587					85647_at							Hs.174612						
85648_at	85648_at	AI357218					85648_at							Hs.410611						
85650_at	85650_at	AI421545					85650_at													
85652_at	85652_at	AI469913					85652_at							Hs.344916						
85654_at	85654_at	AI452501					85654_at							Hs.174682						
85657_r_at	85657_r_at	AI972959					85657_r_at							Hs.174694						
85658_r_at	85658_r_at	AA742854					85658_r_at													
85660_at	85660_at	AI569653					85660_at													
85663_at	85663_at	AI572077	Q8WYN2		NM_080870		85663_at		135656				23593944	Hs.199460	ENSG00000168631					
85664_at	85664_at	AI870606					85664_at													
85667_at	85667_at	AI932342					85667_at							Hs.370140						
85670_at	85670_at	AI799577					85670_at							Hs.174784						
85672_at	85672_at	F02905					85672_at							Hs.329370						
85674_at	85674_at	H16163					85674_at							Hs.347312						
85677_r_at	85677_r_at	AI079532					85677_r_at							Hs.408567						
85680_r_at	85680_r_at	AA057433					85680_r_at							Hs.421383						
85683_at	85683_at	N53657					85683_at							Hs.420236						
85685_at	85685_at	AA018411					85685_at							Hs.269209						
85687_at	85687_at	AA059366					85687_at													
85688_at	85688_at	AA969196	Q8N1H6				85688_at							Hs.180582						
85690_at	85690_at	AA984083					85690_at													
85691_at	85691_at	AI989354					85691_at							Hs.174944						
85692_at	85692_at	AI419759					85692_at							Hs.270238						
85694_at	85694_at	AI023773					85694_at													
85696_at	85696_at	H48225					85696_at													
85697_at	85697_at	AI080219					85697_at													
85699_at	85699_at	N22720					85699_at							Hs.269941						
85701_at	85701_at	AI141764					85701_at							Hs.269958						
85702_at	85702_at	AI215667	Q8ND14		NM_153266		85702_at		256472				23397566	Hs.175044						
85704_at	85704_at	AI217639					85704_at													
85706_at	85706_at	AI218358					85706_at							Hs.175048						
85709_at	85709_at	AI221848					85709_at							Hs.270004						
85710_f_at	85710_f_at	AI862896	P31639		NM_003041	SSF	rc_AI179066_at			IPR001734	IPB001734		4507033	Hs.327087	ENSG00000140675	182381				
85712_at	85712_at	AI277489					85712_at							Hs.369165						
85713_at	85713_at	AI277665					85713_at							Hs.175079						
85714_at	85714_at	AA693685					85714_at							Hs.348756						
85715_at	85715_at	AI570475					85715_at													
85717_at	85717_at	AI571736					85717_at							Hs.175089						
85719_at	85719_at	AI868380					85719_at							Hs.209158						
85721_r_at	85721_r_at	AI249118					85721_r_at							Hs.414817						
85722_at	85722_at	AI347271					85722_at							Hs.368866						
85725_f_at	85725_f_at	AI369935					85725_f_at							Hs.368866						
85726_i_at	85726_i_at	AI345345					85726_i_at							Hs.371166						
85728_r_at	85728_r_at	AI345345					85728_r_at							Hs.371166						
85730_at	85730_at	AI308342					85730_at													
85732_at	85732_at	AI352151					85732_at							Hs.386940						
85734_r_at	85734_r_at	AI357134					85734_r_at							Hs.370330						
85736_at	85736_at	AI911992					85736_at							Hs.380297						
85737_at	85737_at	AI949638	Q8WUD9		NM_080660		85737_at		92092				20916216	Hs.152618	ENSG00000146858					
85739_at	85739_at	AI581302					85739_at							Hs.369168						
85740_at	85740_at	AI810001					85740_at							Hs.175346						
85743_at	85743_at	AI581603	AAN06611		NM_153694		85743_at		50511				6981618	Hs.326538		604759				
85745_at	85745_at	AI761708					85745_at							Hs.175354						
85747_at	85747_at	AI610910					85747_at													
85751_r_at	85751_r_at	Z19463					85751_r_at													
85753_at	85753_at	AI799665	Q8N100	d1an2a_	NM_145178	HLH	85753_at		220202				8392932	Hs.175396						
85755_at	85755_at	AI075809					85755_at							Hs.269891						
85756_at	85756_at	H72919					85756_at							Hs.420451						
85759_at	85759_at	N32196					85759_at							Hs.269057						
85760_r_at	85760_r_at	AI680362					85760_r_at							Hs.20726						
85762_at	85762_at	N68165					85762_at							Hs.175455						
85764_at	85764_at	AI563885	Q96CF5				85764_at		115548	IPR001060				Hs.356358						
85765_at	85765_at	AA994631					85765_at							Hs.319155						
85767_i_at	85767_i_at	AI000260					85767_i_at							Hs.175515						
85769_r_at	85769_r_at	AI000260					85769_r_at							Hs.175515						
85772_at	85772_at	AI022177					85772_at							Hs.408246						
85774_at	85774_at	W86767					85774_at							Hs.269806						
85776_s_at	85776_s_at	AI052264	Q9UK70		NM_000324	Ammonium_transp	rc_AA963110_at		6005	IPR006162	IPB001905		4506523	Hs.169536	ENSG00000112077	180297				
85779_r_at	85779_r_at	AI052264					85779_r_at							Hs.368178						
85781_at	85781_at	AA648731					85781_at							Hs.430812						
85783_at	85783_at	AI733657					85783_at													
85785_i_at	85785_i_at	AI055866					85785_i_at													
85788_f_at	85788_f_at	AI055866					85788_f_at													
85793_at	85793_at	H49244					85793_at							Hs.408493						
85796_r_at	85796_r_at	AA054591	Q8WXV3				aa230802_s_at		116840	IPR005613				Hs.348012						
85799_at	85799_at	AI360851					85799_at													
85802_at	85802_at	R79063					85802_at													
85804_at	85804_at	H93569					85804_at							Hs.269955						
85806_at	85806_at	AW025914	Q8NI36		NM_139281	Utp21	112393_at		134430				21754546	Hs.175596						
85808_at	85808_at	N50551					85808_at							Hs.386574						
85810_at	85810_at	AA897620					85810_at													
85811_i_at	85811_i_at	AI271021					85811_i_at													
85814_r_at	85814_r_at	AI271021					85814_r_at													
85815_at	85815_at	AA905112					85815_at							Hs.368507						
85816_at	85816_at	AI203462					85816_at							Hs.327147						
85818_r_at	85818_r_at	AA908646					85818_r_at													
85819_at	85819_at	AI344339					85819_at							Hs.175687						
85820_r_at	85820_r_at	AI242063					85820_r_at							Hs.270084						
85824_at	85824_at	AI479263					85824_at													
85825_at	85825_at	AI272020					85825_at													
85827_at	85827_at	AI339748					85827_at													
85828_at	85828_at	AI343143					85828_at													
85830_at	85830_at	AI399896					85830_at													
85831_r_at	85831_r_at	AI421384					85831_r_at							Hs.270241						
85834_at	85834_at	AI423201	Q8TF36				1429273_at		168667	IPR002919				Hs.71730	ENSG00000164619					
85836_at	85836_at	AI591131	Q8TF36				85836_at		168667	IPR001007				Hs.71730	ENSG00000164619					
85840_at	85840_at	AI307716					85840_at							Hs.411049						
85843_at	85843_at	AI307786					85843_at							Hs.351008						
85847_at	85847_at	AI307793					85847_at							Hs.175809						
85849_at	85849_at	AA528401					85849_at													
85851_at	85851_at	R53114					85851_at							Hs.175840						
85853_at	85853_at	AI538526					85853_at							Hs.365240						
85855_at	85855_at	R42444					85855_at							Hs.387867						
85856_at	85856_at	AI401679					85856_at							Hs.110059						
85858_at	85858_at	AI656693					85858_at							Hs.19515						
85860_at	85860_at	R42014					85860_at							Hs.175920						
85862_at	85862_at	R38993					85862_at													
85863_at	85863_at	R42956					85863_at							Hs.29088						
85865_at	85865_at	F03675					85865_at							Hs.175937						
85867_at	85867_at	AI123081					85867_at							Hs.175939						
85868_at	85868_at	AA020860					85868_at													
85871_at	85871_at	AI206962	Q8TBM7		NM_025125		85871_at		80195				18490818	Hs.288768	ENSG00000133678					
85873_at	85873_at	R94852					85873_at							Hs.419124						
85876_at	85876_at	R99127					85876_at							Hs.141183						
85879_i_at	85879_i_at	H69498					85879_i_at							Hs.175995						
85880_at	85880_at	N25708					85880_at							Hs.331671						
85882_r_at	85882_r_at	AA037744					85882_r_at							Hs.426854						
85884_at	85884_at	AA969352					85884_at							Hs.303682						
85888_at	85888_at	AA908800					85888_at							Hs.269768						
85890_at	85890_at	N52086					85890_at							Hs.269777						
85892_i_at	85892_i_at	AA907595					85892_i_at							Hs.124031						
85893_at	85893_at	AI018275					85893_at													
85896_at	85896_at	AI024207					85896_at													
85899_r_at	85899_r_at	AI024749					85899_r_at							Hs.176124						
85900_r_at	85900_r_at	R19169					85900_r_at							Hs.269887						
85901_at	85901_at	AI078305					85901_at							Hs.269902						
85903_r_at	85903_r_at	AI123493	Q96SL8		NM_032836	zf-C2H2	169905_at		84922	IPR000822	IPB000885		7106319	Hs.129888	ENSG00000105066					
85907_at	85907_at	AI276085					85907_at							Hs.176222						
85911_r_at	85911_r_at	AI285486					85911_r_at							Hs.432425						
85913_at	85913_at	AI285872					85913_at							Hs.270122						
85915_at	85915_at	AI038847					85915_at							Hs.270130						
85919_r_at	85919_r_at	AI312862	Q9BXX0	d1gr3a_	NM_032048	C1q	85919_r_at		84034	IPR001073	IPB001442		14042988	Hs.270143	ENSG00000132205					
85921_at	85921_at	AI339865	Q9H2S1	d1g4yb_	NM_170775	SK_channel	1370111_at		3781	IPR004178	PR00169		15082148	Hs.98280	ENSG00000080709	605879				
85922_r_at	85922_r_at	AI341543					85922_r_at							Hs.327480						
85924_at	85924_at	AI344310					85924_at							Hs.368794						
85926_at	85926_at	AI347134	AAH15650		NM_032879	sugar_tr	AF080468_g_at		2542	IPR000849	IPB000849		4503847	Hs.132760	ENSG00000137700	602671				
85927_at	85927_at	AI399873					85927_at							Hs.369156						
85929_at	85929_at	AI423906					85929_at							Hs.300749						
85931_at	85931_at	AI769733					85931_at							Hs.176417						
85933_r_at	85933_r_at	AI469246					85933_r_at							Hs.369041						
85935_at	85935_at	AI493078					85935_at							Hs.313043						
85937_at	85937_at	AI568516					85937_at							Hs.369144						
85940_at	85940_at	AI692318	P32780		NM_005316	BSD	Msa.21250.0_s_at		2965	IPR005607			4885365	Hs.89578	ENSG00000110768	189972				
85942_at	85942_at	AI569221					85942_at							Hs.369147						
85945_at	85945_at	AI379120					85945_at													
85947_at	85947_at	AI524068					85947_at							Hs.176496						
85949_at	85949_at	AI580278	Q8TC72		NM_145021		107142_at		220972	IPR001841			21450751	Hs.288156						
85950_at	85950_at	AI583884					85950_at							Hs.411848						
85952_i_at	85952_i_at	R40589					85952_i_at							Hs.310017						
85954_at	85954_at	Z41250	AAN10130	d1af3__	NM_015367	Bcl-2	85954_at		23786	IPR000712			23396740	Hs.10267	ENSG00000099968					
85957_at	85957_at	H09650					85957_at							Hs.411565						
85959_at	85959_at	AI016237					85959_at													
85961_r_at	85961_r_at	N64859					85961_r_at							Hs.332106						
85964_at	85964_at	H60577					85964_at							Hs.419227						
85966_r_at	85966_r_at	H96269					85966_r_at							Hs.176654						
85968_at	85968_at	N26209					85968_at							Hs.19882						
85971_at	85971_at	N54973					85971_at							Hs.269091						
85973_at	85973_at	N53948	P09012	d1urna_	NM_004596	rrm	Msa.78.0_f_at		6626	IPR000504			7657524	Hs.173255	ENSG00000077312	182285				
85974_at	85974_at	W58223					85974_at													
85976_at	85976_at	W93225					85976_at							Hs.408374						
85977_at	85977_at	AI400556					85977_at							Hs.369161						
85979_at	85979_at	AA961192					85979_at													
85981_r_at	85981_r_at	T54535					85981_r_at							Hs.425072						
85982_at	85982_at	AA984074					85982_at													
85983_at	85983_at	AI023860					85983_at							Hs.368200						
85985_at	85985_at	N69687					85985_at													
85987_s_at	85987_s_at	N21238					85987_s_at													
85988_at	85988_at	AI081382					85988_at													
85990_at	85990_at	R37838					85990_at							Hs.269931						
85993_i_at	85993_i_at	AI126464					85993_i_at							Hs.386493						
85995_at	85995_at	AI189082					85995_at							Hs.176854						
85997_at	85997_at	T17410					85997_at							Hs.154366						
85998_r_at	85998_r_at	AI150562	Q96KZ6	d1ckia_	NM_139062	pkinase	1395914_at		1453	IPR002290	IPB000959	2.7.1	20544149	Hs.75852	ENSG00000141551	600864			CKId	
86000_r_at	86000_r_at	AI251302					86000_r_at													
86002_r_at	86002_r_at	AI266303					86002_r_at													
86005_at	86005_at	AA888098	P14061	d1fds__	NM_000413	adh_short	X97754_at		3292	IPR002347	IPB002198	1.3.1.9	4504501	Hs.176901	ENSG00000108786	109684				
86006_at	86006_at	AI336289	Q9UL69		NM_014059		rc_AI178983_at		28984				7662651	Hs.76640						
86008_r_at	86008_r_at	AI274532	Q9NVL8		NM_018168		166391_at		55195				8922571	Hs.200097	ENSG00000100557					
86009_r_at	86009_r_at	AA025098					86009_r_at							Hs.387207						
86010_i_at	86010_i_at	AI333298					86010_i_at							Hs.387207						
86012_at	86012_at	AI334632					86012_at							Hs.368979						
86014_at	86014_at	AI458215					86014_at							Hs.176992						
86017_i_at	86017_i_at	AI345801					86017_i_at							Hs.409766						
86019_at	86019_at	AI364984					86019_at							Hs.410513						
86021_r_at	86021_r_at	AI307739					86021_r_at							Hs.177063						
86023_at	86023_at	AI478597					86023_at													
86025_r_at	86025_r_at	AI498431					86025_r_at							Hs.327677						
86027_at	86027_at	AI498804					86027_at							Hs.411343						
86028_at	86028_at	AW005043					86028_at													
86031_at	86031_at	AI803868					86031_at							Hs.177164						
86033_at	86033_at	AI765965					86033_at							Hs.338354						
86035_at	86035_at	R26237	O95382	d1f3mc_	NM_145319	pkinase	1449901_a_at		9064	IPR001245	IPB000684	2.7.1	7513152	Hs.194694	ENSG00000142733	604468			NPK1	
86037_at	86037_at	AI567470					86037_at							Hs.177169						
86039_i_at	86039_i_at	Z39223					86039_i_at							Hs.329281						
86040_at	86040_at	AI801681	Q8N5D9				86040_at							Hs.177200						
86044_f_at	86044_f_at	R63967					86044_f_at							Hs.334597						
86045_r_at	86045_r_at	R63967					86045_r_at							Hs.334597						
86047_at	86047_at	AA689588					86047_at							Hs.270043						
86048_at	86048_at	H18367					86048_at							Hs.177226						
86051_at	86051_at	Z41298					86051_at							Hs.177232						
86053_at	86053_at	H17911					86053_at							Hs.268785						
86056_r_at	86056_r_at	H41148					86056_r_at													
86058_at	86058_at	R87109					86058_at							Hs.418463						
86060_i_at	86060_i_at	R91428					86060_i_at							Hs.386390						
86062_r_at	86062_r_at	R91428					86062_r_at							Hs.386390						
86064_r_at	86064_r_at	R92199					86064_r_at							Hs.418525						
86066_at	86066_at	D59404					86066_at							Hs.177264						
86068_at	86068_at	AI038958	Q9BQ41	d1g9oa_	NM_002614	PDZ	rc_AI232999_at		5174	IPR001478			2944189	Hs.15456	ENSG00000174827	603831				
86071_at	86071_at	H73201					86071_at							Hs.177298						
86072_r_at	86072_r_at	N31746					86072_r_at													
86074_at	86074_at	N33033					86074_at							Hs.418218						
86076_at	86076_at	D59372					86076_at							Hs.177338						
86078_at	86078_at	N51313					86078_at							Hs.269074						
86080_at	86080_at	W90718	Q8NCX1		NM_153646	Na_Ca_Ex	86080_at		123041				24111228	Hs.177386						
86082_f_at	86082_f_at	W92174					86082_f_at							Hs.421533						
86084_f_at	86084_f_at	W92179					86084_f_at							Hs.421533						
86086_at	86086_at	AA018494					86086_at													
86087_at	86087_at	AA130910					86087_at													
86089_r_at	86089_r_at	AA251806					86089_r_at							Hs.177712						
86090_at	86090_at	T69814					86090_at													
86092_at	86092_at	AI824297					86092_at							Hs.177841						
86094_at	86094_at	AA401700					86094_at							Hs.348036						
86095_at	86095_at	AL040590	Q8WVP3				86095_at			IPR002296				Hs.286122	ENSG00000066651					
86097_at	86097_at	AA446872					86097_at													
86098_at	86098_at	AI732812					86098_at							Hs.178305						
86100_at	86100_at	AA443009					86100_at							Hs.404204						
86101_r_at	86101_r_at	AA470644					86101_r_at							Hs.178364						
86104_r_at	86104_r_at	T88880					86104_r_at							Hs.280686						
86105_r_at	86105_r_at	AA775400					86105_r_at													
86108_at	86108_at	AA495979					86108_at													
86110_at	86110_at	AI421663	AAH36451	d1f2aa_	NM_003793	Peptidase_C1	97336_at		8722	IPR000169	PR00705	3.4.22.15	6467382	Hs.11590	ENSG00000174080	603539				
86113_r_at	86113_r_at	AA554546					86113_r_at							Hs.178659						
86115_at	86115_at	T93919					86115_at							Hs.178668						
86116_at	86116_at	AI912018					86116_at							Hs.178848						
86118_at	86118_at	AI218563	Q16822	d1khba2	NM_004563	PEPCK	aa044561_s_at		5106	IPR000364	IPB000364	4.1.1.32	4758886	Hs.75812	ENSG00000100889	261650				
86120_r_at	86120_r_at	R32426					86120_r_at							Hs.409630						
86122_i_at	86122_i_at	AW015027					86122_i_at							Hs.409857						
86124_r_at	86124_r_at	AW015027					86124_r_at							Hs.409857						
86126_at	86126_at	AI572043	Q8TCL3				86126_at			IPR002524				Hs.179082	ENSG00000164756					
